,Index_ID,Animal_ID,Found_Location,Found_Location_count,State,City,Address
849,2670,A521224,910 Fiesta in Austin (TX),5,(TX),Austin,910 Fiesta in
851,762,A521273,4800 Shaw Ln in Austin (TX),6,(TX),Austin,4800 Shaw Ln in
858,78056,A522050,4308 Scarbrough in Austin (TX),5,(TX),Austin,4308 Scarbrough in
863,108462,A522809,1600 Wells Branch Pkwy in Travis (TX),7,(TX),Travis,1600 Wells Branch Pkwy in
868,31869,A523371,4471 Trail Crest Circle in Austin (TX),7,(TX),Austin,4471 Trail Crest Circle in
871,98865,A523532,4434 Frontier in Austin (TX),5,(TX),Austin,4434 Frontier in
880,106785,A524313,5400 Tx-71 in Travis (TX),5,(TX),Travis,5400 Tx-71 in
881,125174,A524452,2000 Cedar Bend Dr in Austin (TX),7,(TX),Austin,2000 Cedar Bend Dr in
885,7937,A524680,9300 Block West Hwy 71 in Austin (TX),8,(TX),Austin,9300 Block West Hwy 71 in
891,108104,A525592,1088 Park Plaza in Austin (TX),6,(TX),Austin,1088 Park Plaza in
893,4199,A525888,9801 West Parmer Lane in Austin (TX),7,(TX),Austin,9801 West Parmer Lane in
898,133417,A526257,7618 Lunar in Austin (TX),5,(TX),Austin,7618 Lunar in
899,17201,A526328,9625 Covy Ridge Ln in Austin (TX),7,(TX),Austin,9625 Covy Ridge Ln in
907,121738,A527170,1701 Westmoor Dr in Austin (TX),6,(TX),Austin,1701 Westmoor Dr in
909,14905,A527519,7020 Grand Canyon Dr in Austin (TX),7,(TX),Austin,7020 Grand Canyon Dr in
911,61140,A527825,7102 Meadow Bend in Austin (TX),6,(TX),Austin,7102 Meadow Bend in
917,29362,A528354,1180 Sol Wilson Ave in Austin (TX),7,(TX),Austin,1180 Sol Wilson Ave in
920,41625,A528524,183 & Manor Road in Austin (TX),7,(TX),Austin,183 & Manor Road in
923,84651,A528954,1112 Haverford Dr in Austin (TX),6,(TX),Austin,1112 Haverford Dr in
924,46603,A528958,7601 Daffan  Lane in Austin (TX),7,(TX),Austin,7601 Daffan Lane in
926,11365,A529027,3103 Jeanette Ct in Austin (TX),6,(TX),Austin,3103 Jeanette Ct in
927,27949,A529211,5802 Avery Island in Austin (TX),6,(TX),Austin,5802 Avery Island in
932,6667,A529609,3200 Duval in Austin (TX),5,(TX),Austin,3200 Duval in
933,24432,A529630,7212 Southwind Dr in Austin (TX),6,(TX),Austin,7212 Southwind Dr in
934,31270,A529648,509 W 16Th St in Austin (TX),7,(TX),Austin,509 W 16Th St in
935,21768,A529766,910 East 55Th 1/2 Street in Austin (TX),8,(TX),Austin,910 East 55Th 1/2 Street in
936,33682,A529868,321 Angel Oak St in Austin (TX),7,(TX),Austin,321 Angel Oak St in
941,16327,A530122,183 & Research Blvd in Austin (TX),7,(TX),Austin,183 & Research Blvd in
942,41172,A530134,2807 Cameron Loop #4 in Austin (TX),7,(TX),Austin,2807 Cameron Loop #4 in
947,127612,A530461,3401 Redbud Trl in Austin (TX),6,(TX),Austin,3401 Redbud Trl in
950,11242,A530690,5808 Mckinney Falls Pkwy in Austin (TX),7,(TX),Austin,5808 Mckinney Falls Pkwy in
954,120428,A530800,4010 1327 in Austin (TX),5,(TX),Austin,4010 1327 in
961,87543,A531358,10841 Redmond Road in Austin (TX),6,(TX),Austin,10841 Redmond Road in
968,38919,A531621,4700 Little Hill Circle in Austin (TX),7,(TX),Austin,4700 Little Hill Circle in
969,67739,A531698,2347 Douglas St in Austin (TX),6,(TX),Austin,2347 Douglas St in
974,85466,A531978,220 Quinn Drive in Hays (TX),6,(TX),Hays,220 Quinn Drive in
976,130195,A532137,7501 Bluff Springs Road in Austin (TX),7,(TX),Austin,7501 Bluff Springs Road in
977,8945,A532282,2003 Kenwood Ave in Austin (TX),6,(TX),Austin,2003 Kenwood Ave in
980,36695,A532406,8028 Gessner in Austin (TX),5,(TX),Austin,8028 Gessner in
986,118702,A532762,5530 Killingsworth in Travis (TX),5,(TX),Travis,5530 Killingsworth in
987,38218,A532925,1311 Collinwood West in Austin (TX),6,(TX),Austin,1311 Collinwood West in
988,60180,A533019,4412 Marathon Bvd in Austin (TX),6,(TX),Austin,4412 Marathon Bvd in
996,14132,A533628,3501 Ambleside in Austin (TX),5,(TX),Austin,3501 Ambleside in
1002,139214,A534366,3902 Chase Dr in Austin (TX),6,(TX),Austin,3902 Chase Dr in
1003,62268,A534502,507 Bear Canyon Drive in Austin (TX),7,(TX),Austin,507 Bear Canyon Drive in
1013,9581,A534959,13400 Marie Ln in Manor (TX),6,(TX),Manor,13400 Marie Ln in
1014,97170,A534984,300 Ferguson Rd in Austin (TX),6,(TX),Austin,300 Ferguson Rd in
1020,53285,A535292,8220 W Sh 71 in Austin (TX),7,(TX),Austin,8220 W Sh 71 in
1021,6533,A535375,5813 Breezewood Dr in Austin (TX),6,(TX),Austin,5813 Breezewood Dr in
1023,42703,A535484,201 E. Parsons in Manor (TX),6,(TX),Manor,201 E. Parsons in
1028,95877,A535897,6300 Us-290 in Austin (TX),5,(TX),Austin,6300 Us-290 in
1032,118017,A536388,10400 Parkfield Dr in Austin (TX),6,(TX),Austin,10400 Parkfield Dr in
1037,42565,A536757,1005 Bird Creek Drive in Austin (TX),7,(TX),Austin,1005 Bird Creek Drive in
1038,13319,A537028,12609 Dessau Road in Austin (TX),6,(TX),Austin,12609 Dessau Road in
1044,30886,A537300,4236 Iriona Bend in Austin (TX),6,(TX),Austin,4236 Iriona Bend in
1049,33343,A538342,15365 Jacobson Road in Travis (TX),6,(TX),Travis,15365 Jacobson Road in
1056,125261,A538585,14967 Swiss Dr in Travis (TX),6,(TX),Travis,14967 Swiss Dr in
1063,142575,A539175,2302 E. William Cannon in Austin (TX),7,(TX),Austin,2302 E. William Cannon in
1068,19710,A539570,9000 Manchaca in Austin (TX),5,(TX),Austin,9000 Manchaca in
1069,70451,A539793,2200 S Pleasant Valley Road in Austin (TX),8,(TX),Austin,2200 S Pleasant Valley Road in
1072,87959,A540369,8600 Fathom Cir in Austin (TX),6,(TX),Austin,8600 Fathom Cir in
1075,9147,A540822,912 Grey Castle in Pflugerville (TX),6,(TX),Pflugerville,912 Grey Castle in
1076,39474,A540828,10801 Old Manchaca Rd. in Austin (TX),7,(TX),Austin,10801 Old Manchaca Rd. in
1079,65820,A541057,11701 Woodland Hill Trl in Austin (TX),7,(TX),Austin,11701 Woodland Hill Trl in
1082,16734,A541497,7224 Black Panda Trail in Travis (TX),7,(TX),Travis,7224 Black Panda Trail in
1083,17725,A541517,1600 Wickersham Ln in Austin (TX),6,(TX),Austin,1600 Wickersham Ln in
1086,121914,A541994,7015 Cooper Ln in Austin (TX),6,(TX),Austin,7015 Cooper Ln in
1087,20379,A542025,900 Nalide St in Austin (TX),6,(TX),Austin,900 Nalide St in
1090,133049,A542429,6508 Libyan Drive in Austin (TX),6,(TX),Austin,6508 Libyan Drive in
1091,48379,A542462,4208 Kings Court in Travis (TX),6,(TX),Travis,4208 Kings Court in
1092,118203,A542480,15302 Storm in Travis (TX),5,(TX),Travis,15302 Storm in
1093,106949,A542615,2701 E 7Th St in Austin (TX),7,(TX),Austin,2701 E 7Th St in
1094,77306,A542708,7000 Decker Ln in Austin (TX),6,(TX),Austin,7000 Decker Ln in
1095,41233,A542712,1401 St Edwards Dr in Austin (TX),7,(TX),Austin,1401 St Edwards Dr in
1101,70937,A543232,2703 Crownover St in Austin (TX),6,(TX),Austin,2703 Crownover St in
1102,77986,A543256,12524 Briarcreek Loop in Travis (TX),6,(TX),Travis,12524 Briarcreek Loop in
1104,90872,A543374,12216 Buzz Schneider Ln in Austin (TX),7,(TX),Austin,12216 Buzz Schneider Ln in
1107,65214,A543793,11208 Amaranth Ln in Austin (TX),6,(TX),Austin,11208 Amaranth Ln in
1109,6852,A544105,9408 Dessau in Austin (TX),5,(TX),Austin,9408 Dessau in
1112,94608,A544181,1303 E. 2Nd St in Austin (TX),7,(TX),Austin,1303 E. 2Nd St in
1117,62474,A544775,15101 Nordyke Ln in Austin (TX),6,(TX),Austin,15101 Nordyke Ln in
1120,1726,A544916,9009 Georgian Drive in Austin (TX),6,(TX),Austin,9009 Georgian Drive in
1121,27281,A545127,8820 W. Hwy 71 in Austin (TX),7,(TX),Austin,8820 W. Hwy 71 in
1124,110686,A545373,7905 San Felipe Blvd in Austin (TX),7,(TX),Austin,7905 San Felipe Blvd in
1126,58634,A545642,1705 Melissa Oaks Ln in Austin (TX),7,(TX),Austin,1705 Melissa Oaks Ln in
1130,134405,A545741,12138 N Lamar in Austin (TX),6,(TX),Austin,12138 N Lamar in
1133,22313,A545780,6607 Brodie Ln in Austin (TX),6,(TX),Austin,6607 Brodie Ln in
1134,83873,A545834,4500 Block Sherwyn Dr in Austin (TX),7,(TX),Austin,4500 Block Sherwyn Dr in
1136,122483,A546199,5814 Gloucester Lane in Austin (TX),6,(TX),Austin,5814 Gloucester Lane in
1138,23195,A546571,4703 Teri Road in Austin (TX),6,(TX),Austin,4703 Teri Road in
1141,102990,A546804,3005 South Lamar in Austin (TX),6,(TX),Austin,3005 South Lamar in
1142,82676,A547015,5200 Block Of Woodland Oaks Ct in Austin (TX),9,(TX),Austin,5200 Block Of Woodland Oaks Ct in
1144,121334,A547047,7204 Curpin Cv in Austin (TX),6,(TX),Austin,7204 Curpin Cv in
1152,36810,A547472,6616 Plains Crest in Travis (TX),6,(TX),Travis,6616 Plains Crest in
1154,42024,A547659,204 West Powell Lane in Austin (TX),7,(TX),Austin,204 West Powell Lane in
1157,27376,A547887,401 Little Texas Lane in Austin (TX),7,(TX),Austin,401 Little Texas Lane in
1170,104558,A548513,9901 North Lamar Boulvard in Austin (TX),7,(TX),Austin,9901 North Lamar Boulvard in
1177,69595,A548919,2206 Blue Meadow Dr in Austin (TX),7,(TX),Austin,2206 Blue Meadow Dr in
1179,111948,A548940,5426 Menchaca Rd in Austin (TX),6,(TX),Austin,5426 Menchaca Rd in
1190,49821,A549282,8501 Dittmar Oaks in Austin (TX),6,(TX),Austin,8501 Dittmar Oaks in
1196,105694,A549633,12419 Metric in Austin (TX),5,(TX),Austin,12419 Metric in
1200,39468,A549748,2000 E William Cannon in Austin (TX),7,(TX),Austin,2000 E William Cannon in
1203,134311,A549876,10501 Walnut Bend Dr in Austin (TX),7,(TX),Austin,10501 Walnut Bend Dr in
1204,101999,A549917,1647 Rutland Dr in Austin (TX),6,(TX),Austin,1647 Rutland Dr in
1209,69918,A550048,4708 Carsonhill Drive in Austin (TX),6,(TX),Austin,4708 Carsonhill Drive in
1211,88715,A550246,7224 Northeast Dr in Austin (TX),6,(TX),Austin,7224 Northeast Dr in
1212,100094,A550333,290 & Sawyer Ranch Rd in Austin (TX),8,(TX),Austin,290 & Sawyer Ranch Rd in
1214,142987,A550849,2121 W. William Cannon in Austin (TX),7,(TX),Austin,2121 W. William Cannon in
1215,32249,A550870,909 Kavanagh in Austin (TX),5,(TX),Austin,909 Kavanagh in
1217,127858,A550885,12304 Sky Harbor in Austin (TX),6,(TX),Austin,12304 Sky Harbor in
1218,54646,A550920,11408 Liberty St in Travis (TX),6,(TX),Travis,11408 Liberty St in
1224,121416,A551111,5808 Mckinney Falls Parkway in Austin (TX),7,(TX),Austin,5808 Mckinney Falls Parkway in
1231,53459,A551435,6202 Langham Street in Austin (TX),6,(TX),Austin,6202 Langham Street in
1234,1077,A551642,1503 Morgan Ln in Austin (TX),6,(TX),Austin,1503 Morgan Ln in
1235,39833,A551669,607 Woodward Street in Austin (TX),6,(TX),Austin,607 Woodward Street in
1236,71056,A551806,2137 Callingwood in Austin (TX),5,(TX),Austin,2137 Callingwood in
1237,122470,A551845,1100 East Oltorf in Austin (TX),6,(TX),Austin,1100 East Oltorf in
1238,16971,A552025,4703 Quicksilver Blvd in Austin (TX),6,(TX),Austin,4703 Quicksilver Blvd in
1239,143737,A552059,620/Bee Caves in Austin (TX),5,(TX),Austin,620/Bee Caves in
1245,65550,A552326,5413 Tipton in Austin (TX),5,(TX),Austin,5413 Tipton in
1246,16758,A552342,5005 Bundyhill in Austin (TX),5,(TX),Austin,5005 Bundyhill in
1249,141928,A552757,1508 Southport Dr in Austin (TX),6,(TX),Austin,1508 Southport Dr in
1250,14470,A552796,12512 La Paz in Del Valle (TX),7,(TX),Valle,12512 La Paz in Del
1256,108472,A552948,7932 West Rim Dr in Austin (TX),7,(TX),Austin,7932 West Rim Dr in
1257,58579,A552971,124 Anderson Ln in Austin (TX),6,(TX),Austin,124 Anderson Ln in
1260,95015,A553251,3507 Starline Drive in Austin (TX),6,(TX),Austin,3507 Starline Drive in
1261,107664,A553385,20700 Huckabee Bend in Pflugerville (TX),6,(TX),Pflugerville,20700 Huckabee Bend in
1273,22264,A554278,3002 Birdwood Circle in Austin (TX),6,(TX),Austin,3002 Birdwood Circle in
1274,121857,A554344,11821 Carrizo Springs in Travis (TX),6,(TX),Travis,11821 Carrizo Springs in
1276,126105,A554462,2800 Lyons Rd in Austin (TX),6,(TX),Austin,2800 Lyons Rd in
1279,83607,A554477,1657 Chippeway Lane in Austin (TX),6,(TX),Austin,1657 Chippeway Lane in
1281,42877,A554674,3048 Steiner Ranch Blvd in Travis (TX),7,(TX),Travis,3048 Steiner Ranch Blvd in
1286,38210,A555012,18200 Carlson Rd in Travis (TX),6,(TX),Travis,18200 Carlson Rd in
1289,129531,A555113,1100 West 49Th Street in Austin (TX),7,(TX),Austin,1100 West 49Th Street in
1294,95329,A555431,1647 Chippeway in Austin (TX),5,(TX),Austin,1647 Chippeway in
1300,112814,A556025,9801 Menchaca Road Walgreens in Austin (TX),7,(TX),Austin,9801 Menchaca Road Walgreens in
1301,116259,A556062,11317 Cameron Rd in Austin (TX),6,(TX),Austin,11317 Cameron Rd in
1302,79410,A556174,9021 Texas Sun Drive in Austin (TX),7,(TX),Austin,9021 Texas Sun Drive in
1305,59601,A556644,5907 Camino Seco in Austin (TX),6,(TX),Austin,5907 Camino Seco in
1308,50176,A556815,2201 Pennsylvania Ave in Austin (TX),6,(TX),Austin,2201 Pennsylvania Ave in
1322,130457,A558062,1200 Vargas Rd in Austin (TX),6,(TX),Austin,1200 Vargas Rd in
1326,16219,A558397,104 Florence Drive in Austin (TX),6,(TX),Austin,104 Florence Drive in
1327,119163,A558438,3400 S Congress Ave in Austin (TX),7,(TX),Austin,3400 S Congress Ave in
1331,75211,A558566,14950 Swiss Dr in Travis (TX),6,(TX),Travis,14950 Swiss Dr in
1332,69215,A558639,6301 West Slaughter Lane in Austin (TX),7,(TX),Austin,6301 West Slaughter Lane in
1333,22655,A558754,13229 Briarcreek Loop in Manor (TX),6,(TX),Manor,13229 Briarcreek Loop in
1341,37961,A559477,4400 Quicksilver Blvd in Austin (TX),6,(TX),Austin,4400 Quicksilver Blvd in
1344,123763,A559692,10505 Scotland Well Dr. in Austin (TX),7,(TX),Austin,10505 Scotland Well Dr. in
1349,120404,A559954,11602 Swearingen in Austin (TX),5,(TX),Austin,11602 Swearingen in
1352,87880,A560060,1611 Wethersfield Dr in Austin (TX),6,(TX),Austin,1611 Wethersfield Dr in
1353,20715,A560071,7239 Coronado Circle in Austin (TX),6,(TX),Austin,7239 Coronado Circle in
1355,11299,A560226,2114 New Slaughter in Austin (TX),6,(TX),Austin,2114 New Slaughter in
1359,103305,A560777,8103 View Ridge in Austin (TX),6,(TX),Austin,8103 View Ridge in
1360,82997,A561188,1109 South Pleasant Valley in Austin (TX),7,(TX),Austin,1109 South Pleasant Valley in
1366,81936,A561519,6813 Point North in Austin (TX),6,(TX),Austin,6813 Point North in
1367,105697,A561593,3101 Shoreline Dr in Austin (TX),6,(TX),Austin,3101 Shoreline Dr in
1376,104446,A562030,812 Patchway Ln in Austin (TX),6,(TX),Austin,812 Patchway Ln in
1382,57378,A562221,10706 Plains Trl in Austin (TX),6,(TX),Austin,10706 Plains Trl in
1383,114015,A562354,402 W Parson in Travis (TX),6,(TX),Travis,402 W Parson in
1387,117716,A562564,7803 Flatrock in Travis (TX),5,(TX),Travis,7803 Flatrock in
1388,118614,A562621,2505 Patsy Parkway in Austin (TX),6,(TX),Austin,2505 Patsy Parkway in
1394,130933,A563004,1601 E Slaughter in Austin (TX),6,(TX),Austin,1601 E Slaughter in
1397,6576,A563022,10207 Fm 812 in Travis (TX),6,(TX),Travis,10207 Fm 812 in
1410,77866,A563492,1701 Vargas Rd in Austin (TX),6,(TX),Austin,1701 Vargas Rd in
1411,55309,A563536,11900 Hobby Horse Ct in Austin (TX),7,(TX),Austin,11900 Hobby Horse Ct in
1414,60671,A563645,9831 Weir Loop Cir in Austin (TX),7,(TX),Austin,9831 Weir Loop Cir in
1415,32635,A563676,10004 Oak Hollow Drive in Austin (TX),7,(TX),Austin,10004 Oak Hollow Drive in
1416,54492,A563714,2300 W North Loop # 206 in Austin (TX),9,(TX),Austin,2300 W North Loop # 206 in
1420,5239,A563859,11200 Lakeline Mall Drive in Cedar Park (TX),8,(TX),Park,11200 Lakeline Mall Drive in Cedar
1424,23984,A564168,1408 Braes Ridge Drive in Austin (TX),7,(TX),Austin,1408 Braes Ridge Drive in
1431,125896,A564630,6205 North Lamar Boulevard in Austin (TX),7,(TX),Austin,6205 North Lamar Boulevard in
1443,128323,A565044,4003 Ayala in Travis (TX),5,(TX),Travis,4003 Ayala in
1447,12145,A565123,11702 Garden Grove in Travis (TX),6,(TX),Travis,11702 Garden Grove in
1448,109131,A565152,11300 Doyle Overton Road in Travis (TX),7,(TX),Travis,11300 Doyle Overton Road in
1451,107681,A565221,600 W Grady in Austin (TX),6,(TX),Austin,600 W Grady in
1454,127530,A565366,1000 Ellingson in Austin (TX),5,(TX),Austin,1000 Ellingson in
1468,22902,A565938,5313 Spring Meadow Road in Austin (TX),7,(TX),Austin,5313 Spring Meadow Road in
1470,112502,A566278,6101 Derby Cove in Austin (TX),6,(TX),Austin,6101 Derby Cove in
1472,143155,A566309,103 Oertli Ln in Austin (TX),6,(TX),Austin,103 Oertli Ln in
1475,105794,A566498,2001 Parker Ln in Austin (TX),6,(TX),Austin,2001 Parker Ln in
1479,74678,A566618,12601 Tech Ridge Blvd in Austin (TX),7,(TX),Austin,12601 Tech Ridge Blvd in
1490,11348,A567214,6100 Jain Lane in Austin (TX),6,(TX),Austin,6100 Jain Lane in
1494,118883,A567323,2110 W Slaughter in Austin (TX),6,(TX),Austin,2110 W Slaughter in
1495,97507,A567566,1163 Nickols in Austin (TX),5,(TX),Austin,1163 Nickols in
1502,114130,A567959,2903 Rr 620 North in Lakeway (TX),7,(TX),Lakeway,2903 Rr 620 North in
1504,25566,A568084,5445 West Us Highway 290 Service Road in Austin (TX),10,(TX),Austin,5445 West Us Highway 290 Service Road in
1512,133318,A568306,2313 Monarch Dr in Austin (TX),6,(TX),Austin,2313 Monarch Dr in
1517,63144,A568618,13204 Amarillo Ave in Austin (TX),6,(TX),Austin,13204 Amarillo Ave in
1519,136666,A568715,4605 Dove Springs in Austin (TX),6,(TX),Austin,4605 Dove Springs in
1522,121758,A568980,904 E Braker Ln in Austin (TX),7,(TX),Austin,904 E Braker Ln in
1529,75939,A569136,20747 Fm 969 in Webberville (TX),6,(TX),Webberville,20747 Fm 969 in
1536,37150,A569290,4312 Acropolis Ct in Austin (TX),6,(TX),Austin,4312 Acropolis Ct in
1538,33259,A569821,11409 Lapoymar St in Manor (TX),6,(TX),Manor,11409 Lapoymar St in
1540,23474,A569886,3227 E 5Th in Austin (TX),6,(TX),Austin,3227 E 5Th in
1545,54320,A570007,2610 Manor Rd in Austin (TX),6,(TX),Austin,2610 Manor Rd in
1553,33646,A570181,8106 Brodie Ln in Austin (TX),6,(TX),Austin,8106 Brodie Ln in
1561,115110,A570348,2406 Bluebonnet Ln in Austin (TX),6,(TX),Austin,2406 Bluebonnet Ln in
1566,2859,A570481,14817 Alpha Collier Dr in Travis (TX),7,(TX),Travis,14817 Alpha Collier Dr in
1569,19803,A570664,4716 Duval Rd in Austin (TX),6,(TX),Austin,4716 Duval Rd in
1571,82414,A570753,2400 E Oltorf in Austin (TX),6,(TX),Austin,2400 E Oltorf in
1572,82265,A570786,6203 N Capital Of Texas Hw in Austin (TX),9,(TX),Austin,6203 N Capital Of Texas Hw in
1573,114754,A570801,3706 Manorwood Rd in Austin (TX),6,(TX),Austin,3706 Manorwood Rd in
1575,43277,A570950,4501 Springdale Rd in Austin (TX),6,(TX),Austin,4501 Springdale Rd in
1576,95278,A570974,1201 Grove Blvd in Austin (TX),6,(TX),Austin,1201 Grove Blvd in
1577,106962,A571053,2104 East Anderson Lane in Austin (TX),7,(TX),Austin,2104 East Anderson Lane in
1579,63641,A571229,18608 White Rim Trl in Travis (TX),7,(TX),Travis,18608 White Rim Trl in
1581,108720,A571326,12400 Paloma Blanca Way in Austin (TX),7,(TX),Austin,12400 Paloma Blanca Way in
1584,9711,A571593,207 Tillery Square in Austin (TX),6,(TX),Austin,207 Tillery Square in
1585,137589,A571610,1212 Perez in Austin (TX),5,(TX),Austin,1212 Perez in
1586,66561,A571887,17800 Fm 1431 in Jonestown (TX),6,(TX),Jonestown,17800 Fm 1431 in
1599,140099,A572457,11411 Gun Fight Ln in Austin (TX),7,(TX),Austin,11411 Gun Fight Ln in
1600,118674,A572479,8002 Rockwood Ln in Austin (TX),6,(TX),Austin,8002 Rockwood Ln in
1601,20616,A572538,1205 E 13Th St in Austin (TX),7,(TX),Austin,1205 E 13Th St in
1607,25667,A572792,7204 Fred Morse Dr in Austin (TX),7,(TX),Austin,7204 Fred Morse Dr in
1613,55495,A573162,14303 Merrilltown Dr in Austin (TX),6,(TX),Austin,14303 Merrilltown Dr in
1615,19182,A573460,4801 S Ih 35 in Austin (TX),7,(TX),Austin,4801 S Ih 35 in
1619,63692,A573717,5200 S Scout Island Cir in Austin (TX),8,(TX),Austin,5200 S Scout Island Cir in
1620,4692,A573789,7310 South Congress Avenue in Austin (TX),7,(TX),Austin,7310 South Congress Avenue in
1622,12565,A573863,2504 Manor Rd #116 in Austin (TX),7,(TX),Austin,2504 Manor Rd #116 in
1624,94245,A573920,4600 Molera Dr in Austin (TX),6,(TX),Austin,4600 Molera Dr in
1626,43826,A574026,505 Swanee Dr Apt 102 in Austin (TX),8,(TX),Austin,505 Swanee Dr Apt 102 in
1631,99075,A574564,11604 Stonehollow Drive in Austin (TX),6,(TX),Austin,11604 Stonehollow Drive in
1632,55156,A574858,1109A Northcape Dr. in Austin (TX),6,(TX),Austin,1109A Northcape Dr. in
1636,51932,A575091,333 E Slaughter Ln in Austin (TX),7,(TX),Austin,333 E Slaughter Ln in
1639,139378,A575180,4410 Barrow Ave in Austin (TX),6,(TX),Austin,4410 Barrow Ave in
1643,4687,A575322,12345 Lamplight Village in Austin (TX),6,(TX),Austin,12345 Lamplight Village in
1645,128050,A575782,3208 Raspberry Rd in Travis (TX),6,(TX),Travis,3208 Raspberry Rd in
1648,89562,A575920,100 E Anderson Ln in Austin (TX),7,(TX),Austin,100 E Anderson Ln in
1651,135590,A576207,6700 S 1St St in Austin (TX),7,(TX),Austin,6700 S 1St St in
1653,135967,A576316,901 W Ben White in Austin (TX),7,(TX),Austin,901 W Ben White in
1664,87570,A577312,5129 Cameron Rd in Austin (TX),6,(TX),Austin,5129 Cameron Rd in
1665,114345,A577358,3800 S. 2Nd St in Austin (TX),7,(TX),Austin,3800 S. 2Nd St in
1668,117203,A577584,1500 Barton Hills Dr in Austin (TX),7,(TX),Austin,1500 Barton Hills Dr in
1679,16859,A578095,2114 W Slaughter Lane in Austin (TX),7,(TX),Austin,2114 W Slaughter Lane in
